tahun,program,kegiatan,anggaran,realisasi,serapan
2016,Kemitraan Peningkatan Pelayanan Kesehatan,Kemitraan Pengobatan Lanjutan Bagi Pasien Rujukan,734000000,655553715,0.8931249523160762
2016,Obat dan Perbekalan Kesehatan,Pengadaaan Obat Dan Perbekalan Kesehatan,12780760763,11769752747,0.9208961004162722
2016,Obat dan Perbekalan Kesehatan,Pengadaan Obat Pelayanan Kesehatan Dasar (PKD) (DAK),4802620000,4447746798,0.9261084154065906
2016,Pelayanan Kesehatan Dasar,Pelayanan Imunisasi Dasar,4196140000,2795281965,0.6661555536755208
2016,Pelayanan Kesehatan Dasar,Pelayanan Penderita DBD Yang Ditangani,1223396000,1140451240,0.9322012169403856
2016,Pelayanan Kesehatan Dasar,Pelayanan Pertolongan Persalinan Oleh Tenaga Kesehatan Yang Memiliki Kompetensi Kebidanan,1203665000,941772000,0.7824203578238131
2016,Pelayanan Kesehatan Dasar,Penemuan Dan Penanganan Pasien Baru TB BTA Positif,929098500,902895026,0.9717968826771327
2016,Pelayanan Kesehatan Dasar,Pelayanan Balita Gizi Buruk Mendapat Perawatan,685082620,640382370,0.9347520303463545
2016,Pelayanan Kesehatan Dasar,Pemberian Makanan Pendamping Asi Pada Anak Usia 6-24 Bulan Keluarga Miskin,536281000,0,0
2016,Pelayanan Kesehatan Dasar,Pelayanan Penjaringan Kesehatan Siswa SD Dan Setingkat,484000000,462143000,0.9548409090909091
2016,Pelayanan Kesehatan Dasar,Pelayanan Ibu Hamil K4,356170000,271636788,0.7626604935845243
2016,Pelayanan Kesehatan Dasar,Pelayanan Komplikasi Kebidanan Yang Ditangani,347410000,322636420,0.928690653694482
2016,Pelayanan Kesehatan Dasar,Penemuan Dan Penanganan Acute Flacid Paralysis (AFP) Rate Per 100.000 Penduduk < 15 Tahun,344950000,281594580,0.8163344832584433
2016,Pelayanan Kesehatan Dasar,Pelayanan Ibu Hamil KEK,284850000,48770200,0.17121362120414252
2016,Pelayanan Kesehatan Dasar,Pelayanan Kesehatan Anak Balita,264000000,252392450,0.9560320075757576
2016,Pelayanan Kesehatan Dasar,Pelayanan Kesehatan Dasar Masyarakat Miskin,257640000,230091708,0.8930744760130415
2016,Pelayanan Kesehatan Dasar,Pelayanan Neonatus Dengan Komplikasi Yang Ditangani,93750000,80586850,0.8595930666666667
2016,Pelayanan Kesehatan Dasar,Pelayanan Kunjungan Bayi (Umur 29 Hari-11 Bulan),78100000,61007220,0.7811423815620999
2016,Pelayanan Kesehatan Dasar,Penemuan Dan Penanganan Penderita Pneumonia Balita,60000000,54285200,0.9047533333333333
2016,Pelayanan Kesehatan Dasar,Penemuan Dan Penanganan Penderita Diare,47550000,42197800,0.887440588853838
2016,Pelayanan Kesehatan Dasar,Pelayanan Peserta Kb Aktif,45500000,24583346,0.5402933186813187
2016,Pelayanan Kesehatan Dasar,Pelayanan Nifas,45500000,43773000,0.9620439560439561
2016,Pelayanan Kesehatan Rujukan,Pelayanan Kesehatan Rujukan Pasien Masyarakat Miskin,96733269141,91719558316,0.9481697365392259
2016,Pelayanan Kesehatan Rujukan,Jaminan Kesehatan Bagi Penerima Bantuan Iuran (PBI) Provinsi Jawa Barat (Banprop),14608453209,12483181000,0.8545176427241004
2016,Pencegahan dan Penanggulangan Penyakit Menular,Pelayanan Pencegahan Dan Penanggulangan Penyakit Menular,788724600,556421500,0.7054699447690613
2016,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Pembangunan Puskesmas,16180000000,13795129603,0.8526038073547589
2016,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Rehabilitasi Puskesmas,10795954000,9136808930,0.8463178826067618
2016,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Pengadaan Sarana Dan Prasarana Puskesmas,2795000000,1095736310,0.392034457960644
