tahun,program,kegiatan,anggaran,realisasi,serapan
2018,Obat dan Perbekalan Kesehatan,Kegiatan Pendukung Pelayanan Kesehatan Dasar (DAK),4403090000,3289721573,0.7471392983109589
2018,Obat dan Perbekalan Kesehatan,Pengadaan Obat Dan Bahas Medis Habis Pakai (DAK),2777845000,1627321439,0.585821541158704
2018,Obat dan Perbekalan Kesehatan,Distribusi Obat Dan Bmhp -  Serta Dukungan Manajemen Sistem Logistik (DAK),142510000,125199878,0.8785339835800996
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Pelayanan Kesehatan Gigi Dan Mulut,14670000,13748700,0.9371983640081799
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Kegiatan Pelayanan Kesehatan Primer,199613000,185367900,0.9286364114561677
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Pelayanan Kesehatan Rujukan,354310000,333101750,0.9401421071942649
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Pelayanan Kesehatan Tradisional,92865000,89988150,0.9690211597480213
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Pelayanan Penanggulangan Gawat Darurat Terpadu,99542500,91815000,0.9223698420272748
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Kegiatan Bantuan Operasional Kesehatan Fasilitas Rujukan UKM (DAK),882975000,403283626,0.45673277952376906
2018,"Pelayanan Kesehatan Dasar, Rujukan dan Khusus",Kegiatan Pelayanan Kesehatan Mobilitas,37147833,33535406,0.9027553774132666
2018,Pelayanan Kesehatan Rujukan,Peningkatan Pelayanan Bagi Masyarakat Miskin Pembayaran Premi Jaminan Kesehatan (Banprov),29678169600,28611543600,0.9640602498612313
2018,Pembiayaan dan Regulasi Kesehatan,Pembiayaan Kesehatan Masyarakat Miskin,110034000000,100107000000,0.9097824308849992
2018,Pembiayaan dan Regulasi Kesehatan,Penyusunan Kebijakan Dan Regulasi Kesehatan,225330000,222913700,0.9892766165179958
2018,Pembiayaan dan Regulasi Kesehatan,Penyusunan Standar Biaya Kesehatan,66990000,66938250,0.9992274966412897
2018,Pencegahan dan Penanggulangan Penyakit Menular,Kegiatan Peningkatan Surveilans Epidemiologi Penanggulangan KLB Dan Wabah,38120000,37703700,0.9890792235047219
2018,Pencegahan dan Penanggulangan Penyakit Menular,Kegiatan Peningkatan Imunisasi,507043792,433250292,0.8544632610352519
2018,Pencegahan dan Penanggulangan Penyakit Menular,Kegiatan Pelayanan Pencegahan Dan Penanggulangan Penyakit Menular,709364700,699634100,0.986282655452125
2018,Pencegahan dan Penanggulangan Penyakit Menular,Pendukung Peningkatan Imunisasi (DAK),1707487000,1393276221,0.8159805732049498
2018,Pencegahan dan Penanggulangan Penyakit Menular,Pelayanan Kesehatan Matra,317985000,263467300,0.8285526046826108
2018,Pencegahan dan Penanggulangan Penyakit Tidak Menular,Pelayanan Pencegahan Dan Pengendalian  Penyakit TiDAK Menular,145266500,142207950,0.9789452489045994
2018,Pencegahan dan Penanggulangan Penyakit Tidak Menular,Pelayanan Indra,116565000,111856800,0.9596088019559902
2018,Pencegahan dan Penanggulangan Penyakit Tidak Menular,Kegiatan Pelayanan Kesehatan Jiwa,67949000,67463250,0.9928512560891257
2018,"Pengadaan dan Pengawasan Obat, Perbekalan Kesehatan, Pangan dan Bahan Berbahaya",Peningkatan Pengawasan Obat -  Keamanan Pangan Dan Bahan Berbahaya,111680000,106602000,0.9545308022922636
2018,"Pengadaan dan Pengawasan Obat, Perbekalan Kesehatan, Pangan dan Bahan Berbahaya",Pengadaan Obat -  Perbekalan Kesehatan Dan Pengawasan Obat -  Pangan Dan Bahan Berbahaya,15757708368,6899149690,0.43782696880026434
2018,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Kegiatan Pengadaan Sarana Dan Prasarana Puskesmas,516965150,423104500,0.8184391152865914
2018,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Kegiatan Rehabilitasi Puskesmas,1912653667,1581031563,0.8266167525665272
2018,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Kegiatan Pembangunan Puskesmas,34481143913,17456062250,0.5062495111543778
2018,Pengelolaan Adminsitrasi Badan Layanan Usaha Daerah,Kegiatan Sinergitas BLUD Upt Kesehatan,62902070300,42974474938,0.6831965105924344
2018,"Pengembangan Lingkungan Sehat, Upaya Kesehatan Kerja dan Kesehatan Olah Raga",Kegiatan Pengembangan Lingkungan Sehat Masyarakat,758400000,640589384,0.8446589978902953
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,7873600000,6131909500,0.7787936268034952
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,5789439000,3952319931,0.6826775324863082
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,5326937000,3707852281,0.6960570926594402
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,5331277000,3964913461,0.7437080198609076
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2284408000,1727942346,0.7564070630115111
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2646712000,1856824836,0.701559080096361
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6862824000,4138652220,0.6030538186612392
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,10227506000,7148216003,0.6989207342435194
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,1597059000,1299656985,0.8137814476484588
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,3340679000,2316815789,0.6935164345332191
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6955174000,4462260519,0.64157424659685
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,10209793000,6303233053,0.6173712878409974
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6815530000,3844824366,0.5641269814673253
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,3692397900,3267256590,0.8848603748799662
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6714923000,3401638528,0.5065789329229836
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,10342615000,6307902483,0.6098943529271852
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,7121303000,5210966937,0.7317434656270068
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6509097000,4709404687,0.7235112162255379
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,4660382000,3815570616,0.8187248633266543
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,3776850000,2601794928,0.6888796028436396
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,3433162000,2133273014,0.6213726628688072
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6406999000,4118368466,0.6427921193682097
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2219551000,1922523760,0.866176879918506
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2100559000,1602896424,0.7630808865640051
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,5539272000,3621854910,0.6538503453161354
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,6358997000,3759603706,0.591225897102955
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,4379397000,2197992679,0.5018939089102906
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2755073000,2225099146,0.8076370920117181
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2117116600,1239415778,0.5854263189849818
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,3888031000,2464767522,0.6339372093483823
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,61920000,56655895,0.9149853843669251
2018,Peningkatan Pelayanan Kesehatan Badan Layanan Umum Daerah,Pelayanan  BLUD,2139940000,2098444367,0.9806089736160827
2018,"Perencanaan, Pengembangan dan Evaluasi Pembangunan Kesehatan",Kegiatan Pengembangan Data Dan Informasi Pembangunan Kesehatan,7139423500,6458131712,0.9045732771000348
2018,Promosi Kesehatan dan Pemberdayaan Masyarakat,Kegiatan Penyedian/ Pemeliharaan Sarana Pelayanan Kesehatan Bagi Masyarakat Yang Terkena Dampak Akibat Konsumsi Rokok Dan Penyakit Lainnya,2333964540,0,0
2018,Promosi Kesehatan dan Pemberdayaan Masyarakat,Peningkatan Promosi Kesehatan Dan Partisipasi Masyarakat Dalam Bidang Kesehatan,325483000,318414850,0.9782841192934808
2018,SDM Kesehatan,Peningkatan Kompetensi Sumber Daya Manusia Kesehatan,538807000,468745000,0.8699682817780764
2018,SDM Kesehatan,Standarisasi Sumber Daya Manusia Kesehatan,169492500,104855750,0.6186453677891353
2018,Standarisasi Pelayanan Kesehatan,Akreditasi Puskesmas (DAK),8352000000,5308429344,0.6355878045977011
2018,Standarisasi Pelayanan Kesehatan,Perencanaan -  Pengadaan -  Pembinaan Dan Pengembangan Pegawai Non PNS Untuk Pelayanan Kesehatan,957835800,954494500,0.9965116150388198
2018,Standarisasi Pelayanan Kesehatan,Pembinaan Dan Pengawasan Mutu Pelayanaan Fasilitas Kesehatan,97288750,89246000,0.9173311405481106
2018,Standarisasi Pelayanan Kesehatan,Kegiatan Penyusunan Standar Pelayanan Kesehatan,237660000,13005000,0.05472103004291846
2018,Upaya Kesehatan Masyarakat,Peningkatan Kesehatan Lansia,47460000,47072550,0.9918362831858407
