tahun,program,kegiatan,anggaran,realisasi,serapan
2013,Kemitraan Peningkatan Pelayanan Kesehatan,Kemitraan Pengobatan Bagi Pasien Kurang Mampu,64999570000,64691521605,0.9952607625711986
2013,Kemitraan Peningkatan Pelayanan Kesehatan,Peningkatan Pelayanan Bagi Masyarakat Miskin Diluar Kuota Jamkesmas Di Kota Bandung (Banprov),13500000000,13341349013,0.988248075037037
2013,Kemitraan Peningkatan Pelayanan Kesehatan,Kemitraan Pengobatan Lanjutan Bagi Pasien Rujukan,431990110,414147960,0.9586977812987432
2013,Obat dan Perbekalan Kesehatan,Pengadaaan Obat Dan Perbekalan Kesehatan,6508322500,5896837654,0.9060457059403556
2013,Obat dan Perbekalan Kesehatan,Pengadaan Obat Pelayanan Kesehatan Dasar (PKD) (DAK),3952199120,3952199086,0.9999999913971945
2013,Obat dan Perbekalan Kesehatan,Pengadaan Obat Pelayanan Kesehatan Dasar (PKD) (Pendamping DAK),442082560,421117560,0.95257673136891
2013,Pencegahan dan Penanggulangan Penyakit Menular,Pelayanan Pencegahan Dan Penanggulangan Penyakit Menular,2868931250,2531647655,0.8824358042738041
2013,Pencegahan dan Penanggulangan Penyakit Menular,Penyemprotan/Fogging Sarang Nyamuk,928345000,853259846,0.9191193424858215
2013,Pencegahan dan Penanggulangan Penyakit Menular,Peningkatan Imunisasi,918315000,760715240,0.8283815901950856
2013,Pencegahan dan Penanggulangan Penyakit Menular,Pemenuhan Kebutuhan Penunjang Laboratorium Untuk Penyakit Menular Dan Tidak Menular (Banprov),287870000,0,0
2013,Pencegahan dan Penanggulangan Penyakit Menular,Peningkatan Survellance Epidemiologi Dan Penanggulangan Wabah,256912500,221887570,0.8636698097601323
2013,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Pembangunan Puskesmas,2554196100,1996767680,0.7817597403738891
2013,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Rehabilitasi Puskesmas,1447187125,1425504540,0.9850174282057684
2013,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Pengembangan Gedung Dan Revitalisasi Puskesmas Mampu Poned (Banprov),1033770000,0,0
2013,"Pengadaan, Peningkatan dan Perbaikan Sarana dan Prasarana Puskesmas/Puskesmas Pembantu dan Jaringannya",Pemeliharaan Rutin/Berkala Sarana Dan Prasarana Puskesmas,193539300,177220970,0.9156846697285771
2013,Pengawasan dan Pengendalian Kesehatan Makanan,Pengawasan Dan Pengendalian Keamanan Dan Kesehatan Makanan Restaurant,275363000,257727725,0.9359562650029234
2013,Pengawasan Obat dan Makanan,Peningkatan Pengawasan Keaman Pangan Dan Bahan Berbahaya,150419000,140383155,0.9332807358113004
2013,Pengembangan Lingkungan Sehat,Pengkajian Pengembangan Lingkungan Sehat,1318673000,1206590510,0.9150035755642225
2013,Pengembangan Lingkungan Sehat,Kegiatan Sosialisasi Kawasan Tanpa Asap Rokok,383070000,313135740,0.8174373874226643
2013,Peningkatan Pelayanan Kesehatan Lansia,Pelayanan Pemeliharaan Kesehatan,312000000,291772850,0.935169391025641
2013,Promosi Kesehatan dan Pemberdayaan Masyarakat,Penyuluhan Masyarakat Pola Hidup Sehat,1722935000,1248139500,0.724426342258994
2013,Promosi Kesehatan dan Pemberdayaan Masyarakat,Peningkatan Pemanfaatan Sarana Kesehatan,387276600,311095860,0.8032911361027235
2013,Standarisasi Pelayanan Kesehatan,Pembangunan Dan Pemutakhiran Data Dasar Standar Pelayanan Kesehatan,1671726000,1316679150,0.7876166010458652
2013,Standarisasi Pelayanan Kesehatan,Penyusunan Standar Pelayanan Kesehatan,764039600,607987850,0.7957543692761475
2013,Standarisasi Pelayanan Kesehatan,Evaluasi Dan Pengembangan Standar Pelayanan Kesehatan,272304500,267047000,0.9806925702660073
2013,Upaya Kesehatan Masyarakat,Peningkatan Pelayanan Dan Penanggulangan Masalah Kesehatan,8495610050,6760054740,0.7957115145603935
2013,Upaya Kesehatan Masyarakat,Peningkatan Kesehatan Masyarakat,1251190000,1148887070,0.9182354958079908
